Census 5-Digit ZCTA Code,State FIPS Code,Census Identifier,FIPS Class Code,Feature Class Code,Functional Code,Zip Code (Number),State,Census Land Area (m),Census Water Area (m),Total Population,Total Housing Units,Non Hispanic White Persons,Non Hispanic Black Persons,Non Hispanic American Indian Persons,Non Hispanic Asian Persons,Non Hispanic Native Hawaiian Persons,Non Hispanic Other Race Persons,Non Hispanic total Persons,Hispanic Persons,Percent Non Hispanic White,Percent Non Hispanic Black,Percent Non Hispanic American Indian,Percent non Hispanic Asian,Percent Non Hispanic Native Hawaiian,Percent Non Hispanic Other,Percent Non Hispanic Total,Percent Hispanic,Persons Over 65,Percent Over 65,Median Age,Vacant Units,Percent Vacant,Homeowner Rate,Percent Homeowner Without Mortgage,Percent Rent,Percent Population Under 18,ZCTA Report 1,ZCTA Report 2
20601,24,2420601,B5,G6350,S,"20,601.00",24,"115,635,266.00","387,684.00","24,156.00","8,722.00","9,785.00","11,146.00",155,880,11,48,849,"1,282.00",40.5,46.1,0.6,3.6,0,0.2,3.5,5.3,"1,922.00",8,37.3,376,4.3,71.1,11.2,19.9,30.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20601.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20601.pdf
20602,24,2420602,B5,G6350,S,"20,602.00",24,"35,830,723.00","352,762.00","24,955.00","9,736.00","8,466.00","13,054.00",116,731,15,58,999,"1,516.00",33.9,52.3,0.5,2.9,0.1,0.2,4,6.1,"1,964.00",7.9,32.6,769,7.9,59.7,9,34.4,43.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20602.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20602.pdf
20603,24,2420603,B5,G6350,S,"20,603.00",24,"44,239,637.00","219,356.00","28,967.00","10,317.00","9,625.00","15,025.00",98,"1,446.00",24,65,"1,091.00","1,593.00",33.2,51.9,0.3,5,0.1,0.2,3.8,5.5,"1,400.00",4.8,34.5,531,5.1,73.8,4.7,22.6,29.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20603.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20603.pdf
20606,24,2420606,B5,G6350,S,"20,606.00",24,"7,501,011.00","1,248,760.00",431,230,377,45,1,4,0,0,0,4,87.5,10.4,0.2,0.9,0,0,0,0.9,108,25.1,49.1,15,6.5,49.7,39.3,18.1,31.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20606.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20606.pdf
20607,24,2420607,B5,G6350,S,"20,607.00",24,"54,357,590.00","448,221.00","9,802.00","3,504.00","2,165.00","6,321.00",33,560,3,6,234,480,22.1,64.5,0.3,5.7,0,0.1,2.4,4.9,847,8.6,40.9,172,4.9,83.1,10.3,7.4,22.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20607.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20607.pdf
20608,24,2420608,B5,G6350,S,"20,608.00",24,"45,583,064.00","5,330,329.00",919,426,438,453,5,2,0,0,9,12,47.7,49.3,0.5,0.2,0,0,1,1.3,173,18.8,46.6,39,9.2,60.4,28.2,15.9,14.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20608.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20608.pdf
20609,24,2420609,B5,G6350,S,"20,609.00",24,"25,723,294.00","6,602,735.00","1,120.00",554,"1,009.00",82,2,1,1,0,15,10,90.1,7.3,0.2,0.1,0.1,0,1.3,0.9,271,24.2,47.6,32,5.8,44.8,38.7,27,28.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20609.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20609.pdf
20611,24,2420611,B5,G6350,S,"20,611.00",24,"18,243,786.00","33,481.00","1,078.00",413,798,215,5,10,0,0,33,17,74,19.9,0.5,0.9,0,0,3.1,1.6,129,12,44.3,22,5.3,63.8,21.8,18.3,24.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20611.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20611.pdf
20612,24,2420612,B5,G6350,S,"20,612.00",24,"604,744.00","1,337,569.00",261,142,245,12,0,0,0,0,1,3,93.9,4.6,0,0,0,0,0.4,1.1,54,20.7,47.3,14,9.9,38.3,43.9,31.7,43.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20612.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20612.pdf
20613,24,2420613,B5,G6350,S,"20,613.00",24,"195,821,362.00","3,726,835.00","11,860.00","4,424.00","4,044.00","6,786.00",106,186,4,8,321,405,34.1,57.2,0.9,1.6,0,0.1,2.7,3.4,"1,372.00",11.6,40.8,249,5.6,73.9,17.4,10.5,26.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20613.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20613.pdf
20615,24,2420615,B5,G6350,S,"20,615.00",24,"1,883,242.00","220,896.00",405,204,352,32,2,3,1,0,13,2,86.9,7.9,0.5,0.7,0.2,0,3.2,0.5,73,18,42.4,18,8.8,60.9,25.2,18.6,25.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20615.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20615.pdf
20616,24,2420616,B5,G6350,S,"20,616.00",24,"25,397,165.00","3,717,651.00","5,857.00","2,203.00","1,891.00","3,309.00",32,165,2,1,213,244,32.3,56.5,0.5,2.8,0,0,3.6,4.2,553,9.4,36.3,158,7.2,70.1,17.4,15.1,35.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20616.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20616.pdf
20617,24,2420617,B5,G6350,S,"20,617.00",24,"16,949,455.00","17,679.00",781,301,587,163,3,5,0,0,14,9,75.2,20.9,0.4,0.6,0,0,1.8,1.2,174,22.3,47.8,8,2.7,63.9,31.4,6.9,22.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20617.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20617.pdf
20618,24,2420618,B5,G6350,S,"20,618.00",24,"14,439,547.00","2,492,573.00",607,280,523,65,4,1,0,3,4,7,86.2,10.7,0.7,0.2,0,0.5,0.7,1.2,138,22.7,45.2,18,6.4,52.6,35.3,18.6,26.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20618.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20618.pdf
20619,24,2420619,B5,G6350,S,"20,619.00",24,"40,517,011.00","3,714,765.00","10,503.00","4,366.00","8,071.00","1,111.00",38,402,4,5,325,547,76.8,10.6,0.4,3.8,0,0,3.1,5.2,808,7.7,34,260,6,55.8,14.7,34.5,24.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20619.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20619.pdf
20620,24,2420620,B5,G6350,S,"20,620.00",24,"10,023,159.00","240,541.00","1,443.00",557,"1,057.00",230,8,47,1,8,55,37,73.3,15.9,0.6,3.3,0.1,0.6,3.8,2.6,129,8.9,36.8,34,6.1,61.1,19.2,24.3,32.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20620.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20620.pdf
20621,24,2420621,B5,G6350,S,"20,621.00",24,"35,945,451.00","4,052,045.00","1,373.00",777,912,413,11,1,0,0,26,10,66.4,30.1,0.8,0.1,0,0,1.9,0.7,217,15.8,41.8,68,8.8,58,31.3,15.6,29.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20621.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20621.pdf
20622,24,2420622,B5,G6350,S,"20,622.00",24,"96,821,277.00","1,645,404.00","4,900.00","1,485.00","3,998.00",695,9,29,3,5,73,88,81.6,14.2,0.2,0.6,0.1,0.1,1.5,1.8,894,18.2,43.2,53,3.6,68.8,21.1,12.8,15.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20622.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20622.pdf
20623,24,2420623,B5,G6350,S,"20,623.00",24,"4,987,134.00","19,273.00","2,744.00",892,370,"2,187.00",15,38,1,10,65,58,13.5,79.7,0.5,1.4,0,0.4,2.4,2.1,165,6,39.4,39,4.4,89,6.4,4.9,25.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20623.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20623.pdf
20624,24,2420624,B5,G6350,S,"20,624.00",24,"32,369,763.00","1,238,952.00","1,282.00",487,"1,145.00",118,3,1,0,0,9,6,89.3,9.2,0.2,0.1,0,0,0.7,0.5,128,10,39.1,15,3.1,56.4,30.9,18.4,22.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20624.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20624.pdf
20625,24,2420625,B5,G6350,S,"20,625.00",24,"1,244,964.00","289,553.00","1,062.00",609,971,33,2,6,0,0,32,18,91.4,3.1,0.2,0.6,0,0,3,1.7,182,17.1,43.3,42,6.9,63.4,23.5,17.1,31,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20625.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20625.pdf
20626,24,2420626,B5,G6350,S,"20,626.00",24,"3,135,030.00","3,998,116.00",373,230,337,21,0,0,3,1,4,7,90.3,5.6,0,0,0.8,0.3,1.1,1.9,90,24.1,46.1,16,7,46.6,42.3,19.3,37.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20626.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20626.pdf
20628,24,2420628,B5,G6350,S,"20,628.00",24,"17,224,678.00","14,584,224.00",594,271,520,40,0,4,0,1,9,20,87.5,6.7,0,0.7,0,0.2,1.5,3.4,81,13.6,42.5,17,6.3,57.9,25.8,21.9,23.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20628.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20628.pdf
20629,24,2420629,B5,G6350,S,"20,629.00",24,"1,116,993.00","448,503.00",535,341,465,38,1,13,0,0,5,13,86.9,7.1,0.2,2.4,0,0,0.9,2.4,99,18.5,47.9,24,7,54.1,24.9,28,26.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20629.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20629.pdf
20630,24,2420630,B5,G6350,S,"20,630.00",24,"14,747,899.00","6,565,539.00",348,174,287,52,0,4,0,0,3,2,82.5,14.9,0,1.1,0,0,0.9,0.6,60,17.2,47.9,15,8.6,49.3,37.3,21.4,23.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20630.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20630.pdf
20632,24,2420632,B5,G6350,S,"20,632.00",24,"19,035,978.00","424,172.00",347,131,289,34,4,4,0,3,6,7,83.3,9.8,1.2,1.2,0,0.9,1.7,2,36,10.4,42.4,6,4.6,56,34,15.2,29.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20632.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20632.pdf
20634,24,2420634,B5,G6350,S,"20,634.00",24,"17,757,492.00","901,110.00","5,927.00","2,375.00","3,727.00","1,334.00",11,270,3,5,213,364,62.9,22.5,0.2,4.6,0.1,0.1,3.6,6.1,376,6.3,33.4,151,6.4,60.4,10.9,32.2,31.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20634.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20634.pdf
20636,24,2420636,B5,G6350,S,"20,636.00",24,"95,184,610.00","21,321,636.00","9,937.00","3,796.00","8,680.00",660,23,158,0,4,198,214,87.4,6.6,0.2,1.6,0,0,2,2.2,"1,177.00",11.8,40.3,172,4.5,65.8,21.3,16.4,19.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20636.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20636.pdf
20637,24,2420637,B5,G6350,S,"20,637.00",24,"80,158,456.00","3,428,515.00","5,423.00","1,882.00","4,050.00",972,26,95,3,17,136,124,74.7,17.9,0.5,1.8,0.1,0.3,2.5,2.3,592,10.9,42.5,75,4,75.8,16.9,8.7,18.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20637.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20637.pdf
20639,24,2420639,B5,G6350,S,"20,639.00",24,"108,425,050.00","4,964,875.00","14,227.00","4,832.00","11,619.00","1,595.00",38,284,5,19,319,348,81.7,11.2,0.3,2,0,0.1,2.2,2.4,"1,463.00",10.3,41.8,140,2.9,77.1,16.6,7.5,16.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20639.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20639.pdf
20640,24,2420640,B5,G6350,S,"20,640.00",24,"107,965,919.00","18,435,586.00","10,438.00","4,089.00","4,832.00","4,575.00",106,262,5,10,342,306,46.3,43.8,1,2.5,0,0.1,3.3,2.9,"1,055.00",10.1,35.1,393,9.6,61.1,21.1,22.6,36.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20640.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20640.pdf
20645,24,2420645,B5,G6350,S,"20,645.00",24,"5,686,073.00","4,075,598.00",857,386,758,65,2,6,0,0,15,11,88.4,7.6,0.2,0.7,0,0,1.8,1.3,179,20.9,46.4,23,6,75.4,18.7,7.3,20.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20645.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20645.pdf
20646,24,2420646,B5,G6350,S,"20,646.00",24,"213,580,764.00","1,853,415.00","18,890.00","7,015.00","13,666.00","3,766.00",95,385,14,14,411,539,72.3,19.9,0.5,2,0.1,0.1,2.2,2.9,"2,674.00",14.2,42.2,328,4.7,65.9,19.5,18.2,26.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20646.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20646.pdf
20650,24,2420650,B5,G6350,S,"20,650.00",24,"155,914,556.00","32,039,358.00","13,717.00","5,412.00","11,542.00","1,120.00",40,350,2,15,279,369,84.1,8.2,0.3,2.6,0,0.1,2,2.7,"1,840.00",13.4,41.1,315,5.8,57.6,23.6,24.6,20.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20650.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20650.pdf
20653,24,2420653,B5,G6350,S,"20,653.00",24,"84,244,771.00","9,242,954.00","24,481.00","10,066.00","13,997.00","6,635.00",97,"1,012.00",25,57,"1,035.00","1,623.00",57.2,27.1,0.4,4.1,0.1,0.2,4.2,6.6,"1,643.00",6.7,30.6,766,7.6,43.4,19.5,46.1,42.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20653.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20653.pdf
20657,24,2420657,B5,G6350,S,"20,657.00",24,"77,903,257.00","22,483,528.00","20,483.00","7,765.00","15,443.00","3,332.00",75,234,20,24,592,763,75.4,16.3,0.4,1.1,0.1,0.1,2.9,3.7,"1,752.00",8.6,35.1,374,4.8,74.2,12.3,15.4,27.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20657.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20657.pdf
20658,24,2420658,B5,G6350,S,"20,658.00",24,"7,793,913.00","14,245.00",854,377,525,270,12,3,0,1,15,28,61.5,31.6,1.4,0.4,0,0.1,1.8,3.3,133,15.6,45.1,34,9,58.5,29.5,17,35.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20658.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20658.pdf
20659,24,2420659,B5,G6350,S,"20,659.00",24,"242,995,087.00","29,122,140.00","23,498.00","8,150.00","20,575.00","1,812.00",80,160,10,16,442,403,87.6,7.7,0.3,0.7,0,0.1,1.9,1.7,"2,254.00",9.6,37.4,321,3.9,71.9,17.2,13.2,19.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20659.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20659.pdf
20660,24,2420660,B5,G6350,S,"20,660.00",24,"2,358,430.00",0,97,32,89,7,1,0,0,0,0,0,91.8,7.2,1,0,0,0,0,0,8,8.2,30.9,2,6.3,53.3,33.3,20,23.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20660.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20660.pdf
20662,24,2420662,B5,G6350,S,"20,662.00",24,"147,909,322.00","25,017,475.00","2,934.00","1,229.00","1,805.00",994,29,8,1,4,59,34,61.5,33.9,1,0.3,0,0.1,2,1.2,374,12.7,41.9,125,10.2,55.9,30.4,19.6,31.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20662.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20662.pdf
20664,24,2420664,B5,G6350,S,"20,664.00",24,"106,512,338.00","14,123,605.00","2,987.00","1,384.00","2,220.00",587,29,18,0,5,67,61,74.3,19.7,1,0.6,0,0.2,2.2,2,447,15,42.9,141,10.2,57.7,26,22,26,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20664.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20664.pdf
20667,24,2420667,B5,G6350,S,"20,667.00",24,"5,225,924.00","951,067.00",494,222,303,163,2,5,0,0,11,10,61.3,33,0.4,1,0,0,2.2,2,63,12.8,40.1,19,8.6,43.9,36.3,31.1,41.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20667.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20667.pdf
20670,24,2420670,B5,G6350,S,"20,670.00",24,"24,425,828.00","14,642,218.00","1,014.00",225,647,169,2,20,5,0,49,122,63.8,16.7,0.2,2,0.5,0,4.8,12,2,0.2,22,12,5.3,0.5,0,99.5,9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20670.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20670.pdf
20674,24,2420674,B5,G6350,S,"20,674.00",24,"5,149,701.00","10,400,008.00",830,511,669,77,3,26,2,0,28,25,80.6,9.3,0.4,3.1,0.2,0,3.4,3,159,19.2,47.9,32,6.3,53.7,27.4,25.9,42.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20674.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20674.pdf
20675,24,2420675,B5,G6350,S,"20,675.00",24,"15,647,644.00",0,"1,671.00",613,"1,033.00",458,54,33,1,1,35,56,61.8,27.4,3.2,2,0.1,0.1,2.1,3.4,278,16.6,45.1,20,3.3,72,22,7.8,19.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20675.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20675.pdf
20676,24,2420676,B5,G6350,S,"20,676.00",24,"42,872,913.00","2,991,716.00","3,871.00","1,545.00","3,150.00",516,13,42,0,3,59,88,81.4,13.3,0.3,1.1,0,0.1,1.5,2.3,460,11.9,42.2,57,3.7,73.7,19.1,8.9,19.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20676.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20676.pdf
20677,24,2420677,B5,G6350,S,"20,677.00",24,"39,910,132.00","5,019,649.00","2,322.00",878,"1,747.00",438,27,38,2,1,28,41,75.2,18.9,1.2,1.6,0.1,0,1.2,1.8,323,13.9,44,52,5.9,73.9,18.5,9.3,21.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20677.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20677.pdf
20678,24,2420678,B5,G6350,S,"20,678.00",24,"110,719,859.00","21,008,404.00","11,045.00","4,121.00","7,888.00","2,407.00",29,158,0,13,291,259,71.4,21.8,0.3,1.4,0,0.1,2.6,2.3,"1,351.00",12.2,39.8,229,5.6,59.2,18.9,27,33.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20678.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20678.pdf
20680,24,2420680,B5,G6350,S,"20,680.00",24,"15,940,938.00","4,787,193.00","1,119.00",585,938,123,5,9,2,0,21,21,83.8,11,0.4,0.8,0.2,0,1.9,1.9,203,18.1,45.2,48,8.2,42.1,41.8,27.6,36.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20680.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20680.pdf
20684,24,2420684,B5,G6350,S,"20,684.00",24,"23,553,634.00","3,757,413.00","1,125.00",503,921,141,0,5,1,1,21,35,81.9,12.5,0,0.4,0.1,0.1,1.9,3.1,175,15.6,45,30,6,53.7,30.1,23.1,30.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20684.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20684.pdf
20685,24,2420685,B5,G6350,S,"20,685.00",24,"57,649,594.00","23,161,836.00","6,471.00","2,499.00","5,431.00",680,15,34,0,3,113,195,83.9,10.5,0.2,0.5,0,0,1.7,3,630,9.7,40.4,113,4.5,75.9,14.4,11.3,19.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20685.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20685.pdf
20686,24,2420686,B5,G6350,S,"20,686.00",24,"2,818,991.00","130,001.00","1,332.00",38,"1,077.00",93,1,44,0,1,50,66,80.9,7,0.1,3.3,0,0.1,3.8,5,22,1.7,20.2,5,13.2,14.3,75,42.9,16.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20686.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20686.pdf
20687,24,2420687,B5,G6350,S,"20,687.00",24,"15,402,392.00","20,928,213.00",313,244,271,21,0,5,0,1,11,4,86.6,6.7,0,1.6,0,0.3,3.5,1.3,59,18.8,49,20,8.2,45.4,36.1,28.9,37,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20687.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20687.pdf
20688,24,2420688,B5,G6350,S,"20,688.00",24,"3,708,374.00","5,807,342.00","1,828.00","1,188.00","1,621.00",127,1,25,0,2,30,22,88.7,6.9,0.1,1.4,0,0.1,1.6,1.2,853,46.7,62.4,104,8.8,30.9,40.8,47.7,30.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20688.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20688.pdf
20689,24,2420689,B5,G6350,S,"20,689.00",24,"20,155,032.00","61,647.00","1,694.00",579,"1,147.00",435,3,10,2,3,28,66,67.7,25.7,0.2,0.6,0.1,0.2,1.7,3.9,204,12,43.3,21,3.6,72.6,19.5,9.9,15.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20689.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20689.pdf
20690,24,2420690,B5,G6350,S,"20,690.00",24,"4,685,435.00","1,530,708.00",740,369,659,20,1,21,1,0,12,26,89.1,2.7,0.1,2.8,0.1,0,1.6,3.5,123,16.6,46.5,20,5.4,63.6,19.9,20.5,14.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20690.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20690.pdf
20692,24,2420692,B5,G6350,S,"20,692.00",24,"22,533,055.00","1,099,702.00","1,051.00",434,903,96,1,5,1,0,29,16,85.9,9.1,0.1,0.5,0.1,0,2.8,1.5,112,10.7,41.9,30,6.9,60.3,25.8,18.8,20.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20692.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20692.pdf
